Name,Creator,Mission Link,Sequence Type,Series Type,Series Name,Series Index,Difficulty,Field Trip Waypoints,FT Qty,Passphrases,Trace Link
Tour of Newcastle #23,GeordieLass,https://www.ingress.com/mission/5d943da196c548049f6ebec5d7568755.1c,Sequential,Banner,Tour of Newcastle,23,All Hacks,No,0,Yes (Logical),"https://www.ingress.com/intel?ll=54.969014,-1.616206&z=17&pls=54.969223,-1.617413,54.969382,-1.617032_54.969382,-1.617032,54.969463,-1.61651_54.969463,-1.61651,54.969238,-1.61542_54.969238,-1.61542,54.969623,-1.614989_54.969623,-1.614989,54.969418,-1.614372_54.969418,-1.614372,54.969667,-1.613724_54.969667,-1.613724,54.969446,-1.613795_54.969446,-1.613795,54.968938,-1.612363_54.968938,-1.612363,54.968907,-1.611948_54.968907,-1.611948,54.96908,-1.611484"
Tour of Newcastle #24,GeordieLass,https://www.ingress.com/mission/68015425c00041f3b926cd9b5d81b938.1c,Sequential,Banner,Tour of Newcastle,24,All Hacks,No,0,Yes (Logical),"https://www.ingress.com/intel?ll=54.969249,-1.609156&z=18&pls=54.968476,-1.610658,54.968741,-1.610647_54.968741,-1.610647,54.968846,-1.60955_54.968846,-1.60955,54.969289,-1.610785_54.969289,-1.610785,54.96955,-1.611002_54.96955,-1.611002,54.969504,-1.609732_54.969504,-1.609732,54.969693,-1.609732_54.969693,-1.609732,54.969277,-1.608413_54.969277,-1.608413,54.969361,-1.608005_54.969361,-1.608005,54.968626,-1.608255_54.968626,-1.608255,54.968617,-1.607652_54.968617,-1.607652,54.968381,-1.60691"
E for Eldon Square,GeordieLass,https://www.ingress.com/mission/bd22a54778f444309be354781f4b272a.1c,Sequential,Sequence,NEWCASTLE Letters,1,All Hacks,Yes (close),1,Yes (Research),"https://www.ingress.com/intel?ll=54.974975,-1.615539&z=18&pls=54.974202,-1.614654,54.974228,-1.615376_54.974228,-1.615376,54.974439,-1.615263_54.974439,-1.615263,54.974664,-1.615284_54.974664,-1.615284,54.97528,-1.614693_54.97528,-1.614693,54.974888,-1.613891_54.974888,-1.613891,54.975842,-1.613522_54.975842,-1.613522,54.975688,-1.616052_54.975688,-1.616052,54.974294,-1.617009"
L is for Lunch by the Lake in Leazes Park,GeordieLass,https://www.ingress.com/mission/6d85ccb64eb141dc965850f9dcc5ca93.1c,Sequential,Sequence,NEWCASTLE Letters,2,All Hacks,No,0,No,"https://www.ingress.com/intel?ll=54.97821,-1.623261&z=17&pls=54.977942,-1.62258,54.97759,-1.624649_54.97759,-1.624649,54.978199,-1.624792_54.978199,-1.624792,54.978499,-1.624927_54.978499,-1.624927,54.978728,-1.62474_54.978728,-1.62474,54.979008,-1.624795_54.979008,-1.624795,54.978781,-1.624081_54.978781,-1.624081,54.97902,-1.62361_54.97902,-1.62361,54.97931,-1.623008_54.97931,-1.623008,54.979163,-1.622871"
T is for Transport,GeordieLass,https://www.ingress.com/mission/25416b9605454f06a6b83165029b3294.1c,Sequential,Sequence,NEWCASTLE Letters,3,All Hacks,Yes (close),1,Yes (Research),"https://www.ingress.com/intel?ll=54.973327,-1.616864&z=16&pls=54.974212,-1.621075,54.975688,-1.616052_54.975688,-1.616052,54.9764,-1.615103_54.9764,-1.615103,54.977394,-1.613597_54.977394,-1.613597,54.974129,-1.612744_54.974129,-1.612744,54.972018,-1.604881_54.972018,-1.604881,54.969069,-1.617411_54.969069,-1.617411,54.968453,-1.617268_54.968453,-1.617268,54.967549,-1.622936"
S for S.T.E.M,GeordieLass,https://www.ingress.com/mission/0f620566f1ce4eafa34041975417e93e.1c,Sequential,Sequence,NEWCASTLE Letters,4,All Hacks,Yes (close),1,No,"https://www.ingress.com/intel?ll=54.969321,-1.617223&z=16&pls=54.968163,-1.610399,54.969623,-1.614989_54.969623,-1.614989,54.971163,-1.619507_54.971163,-1.619507,54.97265,-1.620629_54.97265,-1.620629,54.968988,-1.621244_54.968988,-1.621244,54.967055,-1.630033_54.967055,-1.630033,54.966203,-1.626879_54.966203,-1.626879,54.966743,-1.620614_54.966743,-1.620614,54.967648,-1.620941"
A is for Art,GeordieLass,https://www.ingress.com/mission/0ab56eb0a8114afc896ee8a4118416d1.1c,Sequential,Sequence,NEWCASTLE Letters,5,All Hacks,Yes (close),1,No,"https://www.ingress.com/intel?ll=54.970234,-1.616228&z=16&pls=54.966908,-1.618395,54.966697,-1.622757_54.966697,-1.622757,54.9683,-1.623729_54.9683,-1.623729,54.970548,-1.620826_54.970548,-1.620826,54.970838,-1.614156_54.970838,-1.614156,54.97493,-1.609594_54.97493,-1.609594,54.974653,-1.609332_54.974653,-1.609332,54.969504,-1.609732_54.969504,-1.609732,54.968938,-1.612363"
C is for Castle,GeordieLass,https://www.ingress.com/mission/503640bcfca34c778c0046264a23f6bd.1c,Sequential,Sequence,NEWCASTLE Letters,6,All Hacks,Yes (close),4,Yes (Research),"https://www.ingress.com/intel?ll=54.969156,-1.610777&z=19&pls=54.96955,-1.611002,54.969744,-1.611945_54.969744,-1.611945,54.969453,-1.611664_54.969453,-1.611664,54.969289,-1.610785_54.969289,-1.610785,54.968741,-1.610647_54.968741,-1.610647,54.968846,-1.60955"
W is for Water,GeordieLass,https://www.ingress.com/mission/69f29fb5b81948ccb7e0631245df25f8.1c,Sequential,Sequence,NEWCASTLE Letters,7,All Hacks,No,0,No,"https://www.ingress.com/intel?ll=54.968844,-1.60209&z=17&pls=54.968037,-1.608195,54.96786,-1.603281_54.96786,-1.603281,54.967222,-1.602592_54.967222,-1.602592,54.968405,-1.599392_54.968405,-1.599392,54.969097,-1.598528_54.969097,-1.598528,54.969177,-1.599455_54.969177,-1.599455,54.970327,-1.600718_54.970327,-1.600718,54.969757,-1.60259_54.969757,-1.60259,54.968549,-1.605947_54.968549,-1.605947,54.968381,-1.60691"
E is for Education,GeordieLass,https://www.ingress.com/mission/6149a9c8be234992ba0c137424fc08eb.1c,Sequential,Sequence,NEWCASTLE Letters,8,All Hacks,No,0,No,"https://www.ingress.com/intel?ll=54.977889,-1.609595&z=16&pls=54.974632,-1.610212,54.976697,-1.609333_54.976697,-1.609333,54.976728,-1.606438_54.976728,-1.606438,54.977013,-1.607045_54.977013,-1.607045,54.978339,-1.608186_54.978339,-1.608186,54.978517,-1.608576_54.978517,-1.608576,54.979022,-1.614817_54.979022,-1.614817,54.979343,-1.615107_54.979343,-1.615107,54.977954,-1.616912_54.977954,-1.616912,54.977788,-1.617324"
N for Newcastle,GeordieLass,https://www.ingress.com/mission/ad1d2c9df3804eea876bb261ec5d1b52.1c,Sequential,Sequence,NEWCASTLE Letters,9,All Hacks,No,0,No,"https://www.ingress.com/intel?ll=54.975241,-1.616034&z=17&pls=54.974477,-1.608749,54.974632,-1.610212_54.974632,-1.610212,54.977088,-1.610382_54.977088,-1.610382,54.977159,-1.610051_54.977159,-1.610051,54.978747,-1.609847_54.978747,-1.609847,54.979256,-1.612258_54.979256,-1.612258,54.977458,-1.615411_54.977458,-1.615411,54.977788,-1.617324_54.977788,-1.617324,54.974794,-1.61776_54.974794,-1.61776,54.974244,-1.622583"
Ultimate Modder Bronze,GeordieLass,https://www.ingress.com/mission/f58fe9a6826449c0b1b07ec9fde7eab7.1c,Sequential,Sequence,Ultimate Modder,1,Hard Variety (Includes Mod/Link/Field),No,0,Yes (Other),"https://www.ingress.com/intel?ll=54.969379,-1.617719&z=18&pls=54.969382,-1.617032,54.969223,-1.617413_54.969223,-1.617413,54.969069,-1.617411_54.969069,-1.617411,54.96924,-1.617901_54.96924,-1.617901,54.969473,-1.618142_54.969473,-1.618142,54.969304,-1.618654_54.969304,-1.618654,54.969425,-1.618965"
Ultimate Modder Silver,GeordieLass,https://www.ingress.com/mission/aae19c0e25a749e5893b4da134f5a1e8.1c,Sequential,Sequence,Ultimate Modder,2,Hard Variety (Includes Mod/Link/Field),No,0,Yes (Other),"https://www.ingress.com/intel?ll=54.969057,-1.6201&z=17&pls=54.969614,-1.619408,54.969134,-1.619609_54.969134,-1.619609,54.969029,-1.620089_54.969029,-1.620089,54.968214,-1.620573_54.968214,-1.620573,54.967648,-1.620941_54.967648,-1.620941,54.967533,-1.621184_54.967533,-1.621184,54.967695,-1.621481_54.967695,-1.621481,54.968349,-1.622204_54.968349,-1.622204,54.968988,-1.621244_54.968988,-1.621244,54.969727,-1.620872_54.969727,-1.620872,54.969939,-1.620826_54.969939,-1.620826,54.97031,-1.619293_54.97031,-1.619293,54.970418,-1.618807_54.970418,-1.618807,54.970145,-1.61827_54.970145,-1.61827,54.97016,-1.617546_54.97016,-1.617546,54.970276,-1.617151"
Ultimate Modder Gold,GeordieLass,https://www.ingress.com/mission/65963e2576954eb7ba8b591e3f39b737.1c,Sequential,Sequence,Ultimate Modder,3,Hard Variety (Includes Mod/Link/Field),No,0,Yes (Other),"https://www.ingress.com/intel?ll=54.971409,-1.614651&z=16&pls=54.970276,-1.617151,54.969965,-1.617146_54.969965,-1.617146,54.970086,-1.616738_54.970086,-1.616738,54.969708,-1.616378_54.969708,-1.616378,54.970021,-1.61602_54.970021,-1.61602,54.969796,-1.61593_54.969796,-1.61593,54.969699,-1.615358_54.969699,-1.615358,54.969623,-1.614989_54.969623,-1.614989,54.969238,-1.61542_54.969238,-1.61542,54.969418,-1.614372_54.969418,-1.614372,54.969446,-1.613795_54.969446,-1.613795,54.969667,-1.613724_54.969667,-1.613724,54.970042,-1.613189_54.970042,-1.613189,54.970282,-1.611643_54.970282,-1.611643,54.970687,-1.612267_54.970687,-1.612267,54.971137,-1.613008_54.971137,-1.613008,54.971304,-1.61337_54.971304,-1.61337,54.971686,-1.612749_54.971686,-1.612749,54.972022,-1.612147_54.972022,-1.612147,54.972524,-1.610919_54.972524,-1.610919,54.973217,-1.610704_54.973217,-1.610704,54.973071,-1.612323_54.973071,-1.612323,54.972865,-1.612197_54.972865,-1.612197,54.973177,-1.613163_54.973177,-1.613163,54.97294,-1.613972_54.97294,-1.613972,54.973327,-1.613546_54.973327,-1.613546,54.973835,-1.613157"
Ultimate Modder Platinum,GeordieLass,https://www.ingress.com/mission/8cb340e48fce43a38f8bc25175e2c88a.1c,Sequential,Sequence,Ultimate Modder,4,Hard Variety (Includes Mod/Link/Field),No,0,Yes (Other),"https://www.ingress.com/intel?ll=54.976894,-1.613917&z=17&pls=54.974228,-1.615376,54.974202,-1.614654_54.974202,-1.614654,54.974073,-1.613969_54.974073,-1.613969,54.974196,-1.613648_54.974196,-1.613648,54.974553,-1.613455_54.974553,-1.613455,54.974129,-1.612744_54.974129,-1.612744,54.973997,-1.61238_54.973997,-1.61238,54.974176,-1.61189_54.974176,-1.61189,54.974411,-1.611973_54.974411,-1.611973,54.974626,-1.61186_54.974626,-1.61186,54.97465,-1.611505_54.97465,-1.611505,54.975311,-1.612297_54.975311,-1.612297,54.975432,-1.612681_54.975432,-1.612681,54.9756,-1.612487_54.9756,-1.612487,54.975856,-1.613122_54.975856,-1.613122,54.975842,-1.613522_54.975842,-1.613522,54.97676,-1.612517_54.97676,-1.612517,54.977005,-1.613109_54.977005,-1.613109,54.977208,-1.6116_54.977208,-1.6116,54.977763,-1.611732
https://www.ingress.com/intel?ll=54.977753,-1.614024&z=17&pls=54.97825,-1.612247,54.978453,-1.61201_54.978453,-1.61201,54.978435,-1.611441_54.978435,-1.611441,54.979029,-1.611318_54.979029,-1.611318,54.978914,-1.611785_54.978914,-1.611785,54.979006,-1.612261_54.979006,-1.612261,54.979256,-1.612258_54.979256,-1.612258,54.979132,-1.612609_54.979132,-1.612609,54.978721,-1.61246_54.978721,-1.61246,54.978596,-1.612807_54.978596,-1.612807,54.978145,-1.612904_54.978145,-1.612904,54.978042,-1.613184_54.978042,-1.613184,54.977779,-1.613895_54.977779,-1.613895,54.977394,-1.613597_54.977394,-1.613597,54.977224,-1.614193_54.977224,-1.614193,54.977064,-1.614387_54.977064,-1.614387,54.977238,-1.614514_54.977238,-1.614514,54.977183,-1.615013_54.977183,-1.615013,54.977788,-1.617324_54.977788,-1.617324,54.977954,-1.616912_54.977954,-1.616912,54.978056,-1.617722_54.978056,-1.617722,54.977177,-1.618455"
Ultimate Modder Black,GeordieLass,https://www.ingress.com/mission/544923e5485b46e6925fca18e07a9866.1c,Sequential,Sequence,Ultimate Modder,5,Hard Variety (Includes Mod/Link/Field),No,0,Yes (Other),"https://www.ingress.com/intel?ll=54.978901,-1.621663&z=18&pls=54.977177,-1.618455,54.976963,-1.619387_54.976963,-1.619387,54.977847,-1.620915_54.977847,-1.620915,54.977998,-1.620307_54.977998,-1.620307,54.978474,-1.619752_54.978474,-1.619752,54.978665,-1.620998_54.978665,-1.620998,54.979386,-1.621994_54.979386,-1.621994,54.979711,-1.622768_54.979711,-1.622768,54.980091,-1.622813_54.980091,-1.622813,54.980639,-1.623985_54.980639,-1.623985,54.980099,-1.623373_54.980099,-1.623373,54.979811,-1.62455_54.979811,-1.62455,54.979501,-1.623743_54.979501,-1.623743,54.979675,-1.623287_54.979675,-1.623287,54.97931,-1.623008_54.97931,-1.623008,54.979163,-1.622871_54.979163,-1.622871,54.97902,-1.62361_54.97902,-1.62361,54.978781,-1.624081_54.978781,-1.624081,54.979008,-1.624795_54.979008,-1.624795,54.979338,-1.625338
https://www.ingress.com/intel?ll=54.976943,-1.61956&z=16&pls=54.97907,-1.625781,54.978728,-1.62474_54.978728,-1.62474,54.978499,-1.624927_54.978499,-1.624927,54.978199,-1.624792_54.978199,-1.624792,54.978065,-1.62503_54.978065,-1.62503,54.977529,-1.625394_54.977529,-1.625394,54.977335,-1.625572_54.977335,-1.625572,54.977225,-1.625961_54.977225,-1.625961,54.977007,-1.625038_54.977007,-1.625038,54.977346,-1.624921_54.977346,-1.624921,54.97759,-1.624649_54.97759,-1.624649,54.977215,-1.624081_54.977215,-1.624081,54.97705,-1.624365_54.97705,-1.624365,54.97661,-1.623997_54.97661,-1.623997,54.97739,-1.623543_54.97739,-1.623543,54.977942,-1.62258_54.977942,-1.62258,54.977582,-1.622345_54.977582,-1.622345,54.975759,-1.620584_54.975759,-1.620584,54.974964,-1.620039_54.974964,-1.620039,54.974818,-1.620377
https://www.ingress.com/intel?ll=54.97224,-1.617468&z=17&pls=54.975619,-1.61816,54.975156,-1.617876_54.975156,-1.617876,54.974794,-1.61776_54.974794,-1.61776,54.974294,-1.617009_54.974294,-1.617009,54.974179,-1.617944_54.974179,-1.617944,54.9735,-1.617659_54.9735,-1.617659,54.97355,-1.618185_54.97355,-1.618185,54.972935,-1.617712_54.972935,-1.617712,54.972412,-1.617252_54.972412,-1.617252,54.972328,-1.617483_54.972328,-1.617483,54.972146,-1.61721_54.972146,-1.61721,54.971973,-1.618575_54.971973,-1.618575,54.97208,-1.619203_54.97208,-1.619203,54.971939,-1.619712_54.971939,-1.619712,54.971613,-1.619328_54.971613,-1.619328,54.971637,-1.619926_54.971637,-1.619926,54.971163,-1.619507_54.971163,-1.619507,54.971247,-1.619158_54.971247,-1.619158,54.970418,-1.618807_54.970418,-1.618807,54.97031,-1.619293_54.97031,-1.619293,54.970684,-1.62051"
Newcastle: Beyond the Obvious #1,GeordieLass,https://www.ingress.com/mission/21a84bfffd474f6f9f1e3554ae0b6bd7.1c,Sequential,Banner,Newcastle: Beyond the Obvious,1,All Hacks,No,0,No,"https://www.ingress.com/intel?ll=54.978085,-1.612212&z=17&pls=54.979132,-1.612609,54.978596,-1.612807_54.978596,-1.612807,54.978306,-1.614029_54.978306,-1.614029,54.979403,-1.614595_54.979403,-1.614595,54.979343,-1.615107_54.979343,-1.615107,54.977183,-1.615013_54.977183,-1.615013,54.97676,-1.612517_54.97676,-1.612517,54.977088,-1.610382_54.977088,-1.610382,54.977159,-1.610051"
Newcastle: Beyond the Obvious #2,GeordieLass,https://www.ingress.com/mission/1c2c1eb311b947b1b1bffeb16f6739a1.1c,Sequential,Banner,Newcastle: Beyond the Obvious,2,All Hacks,Yes (close),1,No,"https://www.ingress.com/intel?ll=54.973584,-1.611701&z=17&pls=54.974077,-1.609405,54.973009,-1.608599_54.973009,-1.608599,54.973217,-1.610704_54.973217,-1.610704,54.973825,-1.612107_54.973825,-1.612107,54.973835,-1.613157_54.973835,-1.613157,54.974553,-1.613455_54.974553,-1.613455,54.974664,-1.615284_54.974664,-1.615284,54.972613,-1.614256"
Newcastle: Beyond the Obvious #3,GeordieLass,https://www.ingress.com/mission/8c8a84314380417c929725809b3ad6f8.1c,Sequential,Banner,Newcastle: Beyond the Obvious,3,All Hacks,No,0,No,"https://www.ingress.com/intel?ll=54.970775,-1.616839&z=17&pls=54.971613,-1.619328,54.971637,-1.619926_54.971637,-1.619926,54.969939,-1.620826_54.969939,-1.620826,54.969473,-1.618142_54.969473,-1.618142,54.970086,-1.616738_54.970086,-1.616738,54.969418,-1.614372_54.969418,-1.614372,54.970042,-1.613189"
Newcastle: Beyond the Obvious #4,GeordieLass,https://www.ingress.com/mission/08d629c681844d28a06b17d1f0ed4366.1c,Sequential,Banner,Newcastle: Beyond the Obvious,4,All Hacks,Yes (close),1,No,"https://www.ingress.com/intel?ll=54.970615,-1.611504&z=17&pls=54.970282,-1.611643,54.970687,-1.612267_54.970687,-1.612267,54.971137,-1.613008_54.971137,-1.613008,54.971304,-1.61337_54.971304,-1.61337,54.971686,-1.612749_54.971686,-1.612749,54.971691,-1.611443_54.971691,-1.611443,54.970158,-1.61019"
Newcastle: Beyond the Obvious #5,GeordieLass,https://www.ingress.com/mission/44f184e25ee54cd9867b3c225c4bd053.1c,Sequential,Banner,Newcastle: Beyond the Obvious,5,All Hacks,No,0,No,"https://www.ingress.com/intel?ll=54.969253,-1.610217&z=17&pls=54.968163,-1.610399,54.968741,-1.610647_54.968741,-1.610647,54.969289,-1.610785_54.969289,-1.610785,54.969277,-1.608413_54.969277,-1.608413,54.969361,-1.608005_54.969361,-1.608005,54.968626,-1.608255_54.968626,-1.608255,54.968617,-1.607652_54.968617,-1.607652,54.968381,-1.60691"
Newcastle: Beyond the Obvious #6,GeordieLass,https://www.ingress.com/mission/891a7f89c8824c29bb3ce32472b56afd.1c,Sequential,Banner,Newcastle: Beyond the Obvious,6,All Hacks,No,0,No,"https://www.ingress.com/intel?ll=54.969165,-1.605089&z=16&pls=54.968549,-1.605947,54.968983,-1.605171_54.968983,-1.605171,54.969434,-1.60604_54.969434,-1.60604,54.969959,-1.60689_54.969959,-1.60689,54.969943,-1.604688_54.969943,-1.604688,54.969757,-1.60259_54.969757,-1.60259,54.970507,-1.601555_54.970507,-1.601555,54.970879,-1.600464_54.970879,-1.600464,54.971295,-1.602061"
A City In Ruins,GeordieLass,https://www.ingress.com/mission/18144dee14a34b678ca07c35f370a97c.1c,Sequential,Solo,,,Easy Variety (Hack/Upgrade),Yes (close),1,Yes (Other),"https://www.ingress.com/intel?ll=54.969783,-1.614396&z=15&pls=54.97208,-1.619203,54.971939,-1.619712_54.971939,-1.619712,54.970145,-1.61827_54.970145,-1.61827,54.968212,-1.613717_54.968212,-1.613717,54.968741,-1.610647_54.968741,-1.610647,54.969289,-1.610785_54.969289,-1.610785,54.96996,-1.602121_54.96996,-1.602121,54.971436,-1.603708_54.971436,-1.603708,54.971433,-1.606202_54.971433,-1.606202,54.973776,-1.607936"
A-Z of Newcastle,GeordieLass,https://www.ingress.com/mission/dc9654504ab349dcbec432132173cbaf.1c,Any Order,Solo,,,All Hacks,No,0,No,"https://www.ingress.com/intel?ll=54.972173,-1.616016&z=15&pls=54.967695,-1.621481,54.968214,-1.620573_54.968214,-1.620573,54.97031,-1.619293_54.97031,-1.619293,54.970418,-1.618807_54.970418,-1.618807,54.969463,-1.61651_54.969463,-1.61651,54.969446,-1.613795_54.969446,-1.613795,54.970042,-1.613189_54.970042,-1.613189,54.96908,-1.611484_54.96908,-1.611484,54.968381,-1.60691_54.968381,-1.60691,54.972022,-1.612147_54.972022,-1.612147,54.972865,-1.612197_54.972865,-1.612197,54.973344,-1.613927_54.973344,-1.613927,54.974073,-1.613969_54.974073,-1.613969,54.974626,-1.61186_54.974626,-1.61186,54.974653,-1.609332_54.974653,-1.609332,54.975909,-1.610246_54.975909,-1.610246,54.977208,-1.6116_54.977208,-1.6116,54.975856,-1.613122_54.975856,-1.613122,54.975688,-1.616052_54.975688,-1.616052,54.977788,-1.617324_54.977788,-1.617324,54.978056,-1.617722_54.978056,-1.617722,54.976963,-1.619387_54.976963,-1.619387,54.973264,-1.6198_54.973264,-1.6198,54.974212,-1.621075_54.974212,-1.621075,54.974244,-1.622583_54.974244,-1.622583,54.975334,-1.628233"
Animals in the Toon,GeordieLass,https://www.ingress.com/mission/6d4cb5baaea64ddf80fb76ce20878af5.1c,Any Order,Solo,,,All Hacks,No,0,No,"https://www.ingress.com/intel?ll=54.974161,-1.614075&z=15&pls=54.969304,-1.618654,54.96924,-1.617901_54.96924,-1.617901,54.970276,-1.617151_54.970276,-1.617151,54.968907,-1.611948_54.968907,-1.611948,54.970369,-1.610333_54.970369,-1.610333,54.97528,-1.614693_54.97528,-1.614693,54.97705,-1.624365_54.97705,-1.624365,54.977346,-1.624921_54.977346,-1.624921,54.977529,-1.625394_54.977529,-1.625394,54.980143,-1.612847_54.980143,-1.612847,54.978645,-1.610998_54.978645,-1.610998,54.978908,-1.609101"
Between the river and the station,BedrockLW,https://www.ingress.com/mission/5856ca5dff6944e2b4572691c22a3c7c.1c,Any Order,Solo,,,All Hacks,Yes (close),2,No,"https://www.ingress.com/intel?ll=54.968186,-1.615726&z=16&pls=54.966665,-1.620929,54.966743,-1.620614_54.966743,-1.620614,54.966797,-1.620038_54.966797,-1.620038,54.966908,-1.618395_54.966908,-1.618395,54.96807,-1.614426_54.96807,-1.614426,54.968212,-1.613717_54.968212,-1.613717,54.968938,-1.612363_54.968938,-1.612363,54.968907,-1.611948_54.968907,-1.611948,54.96908,-1.611484_54.96908,-1.611484,54.969289,-1.610785_54.969289,-1.610785,54.96955,-1.611002_54.96955,-1.611002,54.969504,-1.609732_54.969504,-1.609732,54.969693,-1.609732"
Centre for Life,Lodore,https://www.ingress.com/mission/38b6cbd32dad48b7b8eea7c23011bdb1.1c,Any Order,Solo,,,Easy Variety (Hack/Upgrade),No,0,No,"https://www.ingress.com/intel?ll=54.96782,-1.620691&z=16&pls=54.966665,-1.620929,54.966743,-1.620614_54.966743,-1.620614,54.966797,-1.620038_54.966797,-1.620038,54.968214,-1.620573_54.968214,-1.620573,54.967695,-1.621481_54.967695,-1.621481,54.967533,-1.621184_54.967533,-1.621184,54.967648,-1.620941"
Church and State,gigitrix,https://www.ingress.com/mission/3adf6023ac9f4754bffb34b8a379ed11.1c,Any Order,Solo,,,All Linking,No,0,No,"https://www.ingress.com/intel?ll=54.978829,-1.611666&z=18&pls=54.978042,-1.613184,54.978145,-1.612904_54.978145,-1.612904,54.978596,-1.612807_54.978596,-1.612807,54.978721,-1.61246_54.978721,-1.61246,54.979132,-1.612609_54.979132,-1.612609,54.979256,-1.612258_54.979256,-1.612258,54.979006,-1.612261_54.979006,-1.612261,54.978914,-1.611785_54.978914,-1.611785,54.978453,-1.61201_54.978453,-1.61201,54.97825,-1.612247_54.97825,-1.612247,54.978435,-1.611441_54.978435,-1.611441,54.978645,-1.610998_54.978645,-1.610998,54.978747,-1.609847"
Enlighten Newcastle,GeordieLass,https://www.ingress.com/mission/281eb839c81a47a3b807b6b3351de20b.1c,Sequential,Solo,,,All Capture / Upgrade,No,0,No,"https://www.ingress.com/intel?ll=54.973759,-1.612956&z=18&pls=54.974202,-1.614654,54.974073,-1.613969_54.974073,-1.613969,54.974196,-1.613648_54.974196,-1.613648,54.974129,-1.612744_54.974129,-1.612744,54.974176,-1.61189_54.974176,-1.61189,54.973825,-1.612107_54.973825,-1.612107,54.973177,-1.613163_54.973177,-1.613163,54.973327,-1.613546_54.973327,-1.613546,54.974439,-1.615263_54.974439,-1.615263,54.975432,-1.612681_54.975432,-1.612681,54.975311,-1.612297_54.975311,-1.612297,54.97465,-1.611505_54.97465,-1.611505,54.974304,-1.610435_54.974304,-1.610435,54.974077,-1.609405_54.974077,-1.609405,54.973535,-1.610099_54.973535,-1.610099,54.973217,-1.610704_54.973217,-1.610704,54.972022,-1.612147_54.972022,-1.612147,54.971686,-1.612749"
Essex News June 2015,Laria,https://www.ingress.com/mission/81d7cff0b71842d9ad4591e1d2ed557e.1c,Sequential,Solo,,,All Hacks,No,0,Yes (Other),"https://www.ingress.com/intel?ll=54.977508,-1.613896&z=18&pls=54.978596,-1.612807,54.97825,-1.612247_54.97825,-1.612247,54.978042,-1.613184_54.978042,-1.613184,54.977779,-1.613895_54.977779,-1.613895,54.977394,-1.613597_54.977394,-1.613597,54.977238,-1.614514_54.977238,-1.614514,54.9764,-1.615103_54.9764,-1.615103,54.975688,-1.616052_54.975688,-1.616052,54.975842,-1.613522_54.975842,-1.613522,54.975856,-1.613122_54.975856,-1.613122,54.9756,-1.612487"
Exhibition Park,GeordieLass,https://www.ingress.com/mission/1b7e15bbc1054132bc2e64982b10ff16.1c,Sequential Hidden,Solo,,,,,,,
Grainger Town,GeordieLass,https://www.ingress.com/mission/41d340e063fe426fb427d9d3690c2983.1c,Sequential,Solo,,,Easy Variety (Hack/Upgrade),No,0,Yes (Other),"https://www.ingress.com/intel?ll=54.973838,-1.61402&z=18&pls=54.972613,-1.614256,54.973177,-1.613163_54.973177,-1.613163,54.973327,-1.613546_54.973327,-1.613546,54.973344,-1.613927_54.973344,-1.613927,54.973307,-1.614357_54.973307,-1.614357,54.973467,-1.615022_54.973467,-1.615022,54.973236,-1.615429_54.973236,-1.615429,54.972912,-1.615907_54.972912,-1.615907,54.972412,-1.617252_54.972412,-1.617252,54.968988,-1.621244_54.968988,-1.621244,54.969029,-1.620089_54.969029,-1.620089,54.969223,-1.617413_54.969223,-1.617413,54.969699,-1.615358_54.969699,-1.615358,54.971423,-1.614775_54.971423,-1.614775,54.970878,-1.610746_54.970878,-1.610746,54.971691,-1.611443_54.971691,-1.611443,54.972865,-1.612197_54.972865,-1.612197,54.973071,-1.612323_54.973071,-1.612323,54.973835,-1.613157"
Grey Street,GeordieLass,https://www.ingress.com/mission/64a42821a0bd477492786549a250b78b.1c,Any Order,Solo,,,All Hacks,Yes (close),2,Yes (Other),"https://www.ingress.com/intel?ll=54.972103,-1.611808&z=17&pls=54.970878,-1.610746,54.971229,-1.610775_54.971229,-1.610775,54.971691,-1.611443_54.971691,-1.611443,54.972022,-1.612147_54.972022,-1.612147,54.972865,-1.612197_54.972865,-1.612197,54.973071,-1.612323"
Invaders,GeordieLass,https://www.ingress.com/mission/c7183022a6e94fe19030c9920f26796a.1c,Sequential,Solo,,,All Hacks,No,0,No,"https://www.ingress.com/intel?ll=54.970083,-1.610343&z=16&pls=54.974073,-1.613969,54.971635,-1.620923_54.971635,-1.620923,54.969603,-1.618628_54.969603,-1.618628,54.970838,-1.614156_54.970838,-1.614156,54.968938,-1.612363_54.968938,-1.612363,54.969504,-1.609732_54.969504,-1.609732,54.968796,-1.606662_54.968796,-1.606662,54.969369,-1.604063"
