Name,Creator,Mission Link,Sequence Type,Series Type,Series Name,Series Index,Difficulty,Field Trip Waypoints,FT Qty,Passphrases,Trace Link
Operation Vesper: 4/6,gigitrix,https://www.ingress.com/mission/87324401c60a49d99cc64cc35d9040d6.1c,Any Order,Banner,Operation Vesper,4,All Hacks,No,0,No,"https://www.ingress.com/intel?ll=55.951641,-3.195634&z=17&pls=55.952197,-3.194426,55.952412,-3.195111_55.952412,-3.195111,55.952019,-3.195594_55.952019,-3.195594,55.952306,-3.195828_55.952306,-3.195828,55.952318,-3.196473_55.952318,-3.196473,55.951931,-3.196687_55.951931,-3.196687,55.951705,-3.197086_55.951705,-3.197086,55.951776,-3.197395_55.951776,-3.197395,55.951597,-3.197781_55.951597,-3.197781,55.951554,-3.198679_55.951554,-3.198679,55.951419,-3.199446"
Operation Vesper: 5/6,gigitrix,https://www.ingress.com/mission/86dba7b1cd404fb7b7dec8640ecf939f.1c,Any Order,Banner,Operation Vesper,5,All Hacks,No,0,No,"https://www.ingress.com/intel?ll=55.950316,-3.203069&z=17&pls=55.95156,-3.20012,55.951038,-3.201055_55.951038,-3.201055,55.95099,-3.201922_55.95099,-3.201922,55.951171,-3.202672_55.951171,-3.202672,55.950847,-3.202675_55.950847,-3.202675,55.950599,-3.203729_55.950599,-3.203729,55.950516,-3.204586_55.950516,-3.204586,55.950428,-3.205235_55.950428,-3.205235,55.950276,-3.205828_55.950276,-3.205828,55.949998,-3.206806_55.949998,-3.206806,55.949951,-3.206774"
BlackStuff@Edinburgh,gigitrix,https://www.ingress.com/mission/67058a660a1c4399ad271208ac9d1362.1c,Sequential,Solo,-,,All Hacks,No,0,No,"https://www.ingress.com/intel?ll=55.945793,-3.200321&z=17&pls=55.945931,-3.203271,55.945996,-3.203077_55.945996,-3.203077,55.946661,-3.202461_55.946661,-3.202461,55.947232,-3.201141_55.947232,-3.201141,55.947614,-3.202053_55.947614,-3.202053,55.947094,-3.202432"
Royal Edinburgh [Culturalinst],gigitrix,https://www.ingress.com/mission/58af1865855d48219562f15933b300f4.1c,Any Order,Solo,-,,All Hacks,Yes (close),2,No,"https://www.ingress.com/intel?ll=55.949013,-3.183916&z=15&pls=55.948873,-3.201841,55.949526,-3.190925_55.949526,-3.190925,55.950578,-3.184978_55.950578,-3.184978,55.951673,-3.17952_55.951673,-3.17952,55.953368,-3.168919"
Saints of the Shadow Bible,gigitrix,https://www.ingress.com/mission/818ea34690bf4f4aaf71806cb5d2e951.1c,Any Order,Solo,-,,All Hacks,No,0,No,"https://www.ingress.com/intel?ll=55.942093,-3.175514&z=17&pls=55.941815,-3.171087,55.940797,-3.17658_55.940797,-3.17658,55.941619,-3.178745_55.941619,-3.178745,55.942094,-3.178696_55.942094,-3.178696,55.943687,-3.177254_55.943687,-3.177254,55.944161,-3.18097_55.944161,-3.18097,55.943852,-3.181769"
The Mound,gigitrix,https://www.ingress.com/mission/04b2bc5121534c5b8596210ed7d87b18.1c,Any Order,Solo,-,,All Hacks,No,0,No,"https://www.ingress.com/intel?ll=55.958523,-3.204408&z=14&pls=55.951705,-3.197086,55.951931,-3.196687_55.951931,-3.196687,55.951229,-3.19578_55.951229,-3.19578,55.95145,-3.195379_55.95145,-3.195379,55.950115,-3.194584_55.950115,-3.194584,55.950064,-3.193789_55.950064,-3.193789,55.949909,-3.192983_55.949909,-3.192983,55.948969,-3.192575_55.948969,-3.192575,55.948527,-3.192016_55.948527,-3.192016,55.948139,-3.192118_55.948139,-3.192118,55.947591,-3.19143_55.947591,-3.19143,55.947577,-3.191766_55.947577,-3.191766,55.947397,-3.191634_55.947397,-3.191634,55.947084,-3.191426"
Abaddon Edinburgh - Princes St (East),gigitrix,https://www.ingress.com/mission/04dcd994094c4dfa8a948468e72cbcdc.1c,Any Order,Solo,-,,All Hacks,No,0,No,"https://www.ingress.com/intel?ll=55.952345,-3.191312&z=16&pls=55.95313,-3.189641,55.952638,-3.190691_55.952638,-3.190691,55.952507,-3.192778_55.952507,-3.192778,55.952428,-3.193186_55.952428,-3.193186,55.952197,-3.194426_55.952197,-3.194426,55.952019,-3.195594_55.952019,-3.195594,55.951931,-3.196687"
Abaddon Edinburgh - George Street,gigitrix,https://www.ingress.com/mission/d38f564d9bf447cf897e0bfa57f2cf28.1c,Any Order,Solo,-,,All Hacks,No,0,No,"https://www.ingress.com/intel?ll=55.951691,-3.197449&z=15&pls=55.954218,-3.193158,55.953984,-3.194476_55.953984,-3.194476,55.953825,-3.196282_55.953825,-3.196282,55.95337,-3.197365_55.95337,-3.197365,55.953163,-3.198655_55.953163,-3.198655,55.952859,-3.200499_55.952859,-3.200499,55.952826,-3.202157_55.952826,-3.202157,55.952472,-3.203522_55.952472,-3.203522,55.952415,-3.204693_55.952415,-3.204693,55.951853,-3.206325_55.951853,-3.206325,55.951558,-3.208849"
"Thy wee bit housie, too, in ruin!",gigitrix,https://www.ingress.com/mission/94d2675d13c64d749e41c51eca6c4170.1c,Any Order,Solo,-,,All Hacks,No,0,No,"https://www.ingress.com/intel?ll=55.954646,-3.181435&z=17&pls=55.95414,-3.184943,55.954175,-3.184955_55.954175,-3.184955,55.954619,-3.184515_55.954619,-3.184515,55.955102,-3.183999_55.955102,-3.183999,55.955596,-3.182255_55.955596,-3.182255,55.955529,-3.181371_55.955529,-3.181371,55.954486,-3.17977_55.954486,-3.17977,55.954288,-3.181008_55.954288,-3.181008,55.954213,-3.182124_55.954213,-3.182124,55.954459,-3.182634_55.954459,-3.182634,55.954297,-3.183348_55.954297,-3.183348,55.954612,-3.18308_55.954612,-3.18308,55.954741,-3.183305_55.954741,-3.183305,55.955058,-3.183014_55.955058,-3.183014,55.955014,-3.182486_55.955014,-3.182486,55.9548,-3.182081"
Calton Hill,gigitrix,https://www.ingress.com/mission/a06d59ba85d842e3b956a2095a65ef87.1c,Any Order,Solo,-,,All Hacks,No,0,No,"https://www.ingress.com/intel?ll=55.954066,-3.18168&z=17&pls=55.954486,-3.17977,55.954213,-3.182124_55.954213,-3.182124,55.954459,-3.182634_55.954459,-3.182634,55.954297,-3.183348_55.954297,-3.183348,55.954612,-3.18308_55.954612,-3.18308,55.955058,-3.183014_55.955058,-3.183014,55.955014,-3.182486_55.955014,-3.182486,55.9548,-3.182081"
